player_id,specialization,batting_style,bowling_style,batting_skill,bowling_skill,fielding_skill,recent_form
18,Wicket-keeper,Right-hand,None,2.981274548860505,1.9727295003085112,6.424184245198106,8.562040838372031
19,All-rounder,Right-hand,Right-arm Fast,6.3555993295853215,6.962394487264239,8.595347545871899,4.986056459167639
20,Wicket-keeper,Left-hand,Left-arm Fast,4.344917900938364,3.573488341727937,9.370516078283805,7.644023283553086
21,Wicket-keeper,Right-hand,None,3.080518800781101,2.8475849244780074,8.851582324214855,6.260933416470215
22,Batsman,Left-hand,Left-arm Spin,9.323343749076606,1.7601516968177329,7.577113673932021,5.606465626277683
23,Bowler,Right-hand,Left-arm Spin,3.8023003329742053,5.272943349299195,7.698928079306608,7.919028389625946
24,Bowler,Right-hand,Left-arm Spin,5.926312370663487,5.5474157783530655,7.154055531664056,5.475227279186357
25,Bowler,Right-hand,Right-arm Fast,4.80317606706859,8.09063901577318,7.093797258853025,6.319783081222918
26,Batsman,Left-hand,Left-arm Fast,7.046311974967982,1.6008489410639926,7.176743863352343,5.110550526649211
27,Bowler,Left-hand,Left-arm Spin,1.3067183927272488,7.240211572061721,7.858317981207033,7.979589161417372
28,Wicket-keeper,Left-hand,Left-arm Spin,2.538226220219345,3.890790011559045,6.362776698210371,7.6498559269866995
29,Batsman,Left-hand,Left-arm Fast,5.584848479099188,3.019604772538319,6.72431919506665,8.662465801260685
30,Bowler,Right-hand,Left-arm Fast,4.436155953870589,9.495955998570526,7.199787423195821,8.913056571637679
31,Bowler,Left-hand,Right-arm Spin,2.8562335232606038,9.884218085264399,7.1275822944366976,8.03118660416158
32,Bowler,Left-hand,Left-arm Fast,1.1053304622661204,6.715473176255004,7.849163171698539,4.228878815900048
33,Bowler,Right-hand,Left-arm Fast,5.277532325823488,9.131510100446228,7.4399086081626296,4.551273273474554
34,All-rounder,Left-hand,Right-arm Fast,9.276695957680982,6.869106330301872,7.015412542591401,8.7989687579921
35,Batsman,Right-hand,Left-arm Spin,5.627436511735507,2.631436245521239,6.145263379412153,4.206924144411457
36,Wicket-keeper,Left-hand,Right-arm Spin,3.157816066340341,3.2346898169285287,7.134912483591247,7.331070902218796
37,Wicket-keeper,Right-hand,Right-arm Spin,1.8084221411048405,1.0982382197413534,7.819731068380294,7.791472661861398
38,Batsman,Right-hand,Right-arm Fast,8.83718301720674,1.7700749250584695,6.657864670871041,7.549521439815955
39,Bowler,Right-hand,Left-arm Fast,1.1782831545058032,9.048539571177685,7.8403924068402695,7.745336031768175
40,All-rounder,Left-hand,Left-arm Fast,9.776308420622456,5.214068008495733,5.825629158595894,6.035736837829553
41,Batsman,Left-hand,Right-arm Spin,5.506207001293951,2.07045949711607,6.593123668910263,4.086361383096699
42,Batsman,Right-hand,None,8.58944385695994,1.6515596454723989,7.5374678789965,5.8884379883444185
43,Batsman,Left-hand,Left-arm Spin,6.534091642145491,3.323518041372469,5.460138456422569,6.124345003532724
44,Bowler,Right-hand,Left-arm Fast,5.725334243155472,7.102571288008843,6.212218539862171,8.629177707287134
45,Bowler,Left-hand,Left-arm Spin,2.707301282172409,7.785052698972391,6.901657526479581,4.577181850607299
46,Wicket-keeper,Right-hand,Right-arm Fast,5.433696365811863,1.9169536169949337,7.092361093851638,8.906803210886057
47,Batsman,Left-hand,Left-arm Fast,5.968670355653304,1.090865258164379,9.878968344175936,4.081152507359512
48,Bowler,Right-hand,Left-arm Spin,3.8110702102157923,5.6724584244331675,8.688393709843488,7.7836367283762184
49,Bowler,Left-hand,Right-arm Spin,4.137466045253096,9.22924769632992,5.358528420763136,4.37904050448119
50,All-rounder,Right-hand,Left-arm Spin,6.958726795204558,5.42496392668053,8.513075817465358,8.606420083029565
51,Wicket-keeper,Left-hand,Right-arm Spin,4.265135858372908,1.8613618947669637,6.075566518616974,7.060754347687059
52,Batsman,Left-hand,Right-arm Fast,9.570715112628683,2.0835689967554734,6.177960939668009,5.54443374698571
53,Bowler,Right-hand,None,3.379742146428137,9.444767889469105,9.687633306363871,6.971994038864245
54,Wicket-keeper,Left-hand,Left-arm Fast,5.743504296172873,1.2593611352949539,6.513098283378771,4.792068179106307
55,Bowler,Right-hand,Left-arm Fast,3.7655185326626026,7.274651166361687,6.930256875651047,7.218183317021957
56,Wicket-keeper,Right-hand,Left-arm Spin,5.294886768818739,1.9113016060683288,5.878938747012993,4.60883651160276
57,Batsman,Left-hand,None,8.003610764176017,2.693462197751859,9.958096763230438,7.696301243956612
58,Bowler,Left-hand,Right-arm Spin,3.847950027852974,6.8843377693460726,7.7055046755701495,8.451845650009467
59,Batsman,Left-hand,Left-arm Fast,6.526380370521518,3.636042536850013,9.719435463797158,8.504432438007324
60,Bowler,Left-hand,Right-arm Fast,1.829063050659562,6.016300700023382,9.094134577575858,4.888062222441517
61,Batsman,Right-hand,Right-arm Fast,5.039445632671701,2.9562211266511715,7.812851367460954,5.67322653580358
62,Batsman,Left-hand,None,5.344496499382866,3.031027887163133,7.781935256474705,5.477499862920491
63,Wicket-keeper,Right-hand,Right-arm Spin,5.865979511296942,3.324439021251762,6.739804860421499,6.449931339721802
64,All-rounder,Left-hand,Left-arm Fast,9.367393918122549,9.459105390416903,9.380453631149415,8.154757777680521
65,Bowler,Right-hand,Right-arm Fast,1.7153084318961485,5.670402449025638,8.044078742561966,8.15096990778095
66,Batsman,Right-hand,Left-arm Fast,7.642315481097038,1.5815748949119122,7.654792772104553,8.349521111712356
67,Batsman,Left-hand,Right-arm Spin,7.673139751932585,1.6204993801872538,8.837230164604852,8.939440919135464
68,All-rounder,Right-hand,None,9.974970841188206,9.049029004568116,7.761228768767385,8.946677103796297
69,All-rounder,Left-hand,Right-arm Fast,9.653633104686477,5.266827404392505,8.717191579518087,4.696887223116641
70,Batsman,Right-hand,Left-arm Fast,8.03855105612314,3.047901102676615,9.594581845162619,7.17039418400146
71,Wicket-keeper,Left-hand,Left-arm Spin,2.7079923753712523,3.0738522133215187,6.65115017753236,8.607094723008185
72,Batsman,Left-hand,Left-arm Spin,7.038612547991598,3.885347037825548,9.421023382389151,8.272423636034429
73,All-rounder,Left-hand,Right-arm Spin,8.017952238867665,5.503134116118495,8.637668421468131,6.532191204948642
74,Bowler,Right-hand,Right-arm Spin,3.085151691164442,6.601498368652469,8.652845972151221,7.788840178594869
75,Batsman,Right-hand,Left-arm Spin,7.335770995374311,3.6770970228795203,9.320207338150581,5.3830148591320715
76,All-rounder,Right-hand,Left-arm Spin,9.993916634116285,5.949546519842944,8.810436270289317,6.522624041742166
77,Batsman,Right-hand,Left-arm Spin,6.259399393156148,3.5419587752588004,9.78278904509287,5.713701732660446
78,All-rounder,Right-hand,Left-arm Spin,8.342000279318007,7.841957317248638,5.268288235252928,6.550830674374815
79,Wicket-keeper,Right-hand,None,1.0307807892956973,2.2999034159024836,9.20592812448436,6.940907546048763
80,Batsman,Right-hand,None,8.481931788663527,3.442093664756927,7.614352003371384,4.268962124213678
81,Batsman,Right-hand,Left-arm Fast,9.285577887769103,3.221981308635487,7.123155729785311,5.403318913185398
82,Wicket-keeper,Right-hand,Left-arm Spin,3.0371563629932377,1.327478668260144,9.068979548457182,7.931520173415144
83,Wicket-keeper,Left-hand,Left-arm Spin,3.3855768081498714,1.3372483275282834,9.37492609647757,6.790338450709507
84,Wicket-keeper,Left-hand,Left-arm Spin,1.5734283797524946,1.5692447815465211,9.461275981281013,4.620226910485313
85,All-rounder,Left-hand,Right-arm Fast,5.103954634555393,8.836940018400814,6.074060506057028,7.383574611372059
86,Batsman,Right-hand,Right-arm Fast,9.831896470479869,3.554420197047799,5.510435263150245,5.196728666962516
87,Wicket-keeper,Left-hand,Left-arm Spin,1.6862452443757983,3.147959492175314,5.421131620337404,4.164976352983684
88,Batsman,Left-hand,Left-arm Spin,9.05147544564635,1.0790418536161717,8.86994828308831,8.83109207916454
89,All-rounder,Right-hand,Left-arm Spin,9.334733980794436,8.479594426478613,5.536028883854994,4.879230094653157
90,All-rounder,Right-hand,Right-arm Spin,8.198742265499938,5.573334503843057,7.5092955979848846,8.667208505882382
91,Bowler,Left-hand,Left-arm Fast,5.372565101511307,9.977994019695874,7.120491355129971,6.296035944208124
92,Batsman,Left-hand,Left-arm Spin,5.5991257414622195,3.5100929195458095,6.775179108822218,7.303309187828471
93,Bowler,Right-hand,Right-arm Fast,4.523494837722755,6.678684824060413,7.405793470280351,6.887854533435118
94,Batsman,Left-hand,Right-arm Fast,5.376239931058823,2.0703121255149526,7.41889509745395,7.547318649540283
95,Bowler,Right-hand,Left-arm Spin,3.9794408202569262,5.548785691140887,6.271805100318124,5.679436053613941
96,Batsman,Right-hand,None,6.566195191391532,3.6539336089961774,5.754875822168611,4.288586536942798
97,All-rounder,Left-hand,Right-arm Spin,6.6540120448597255,5.396895668333055,6.545569414435605,5.486605019843073
98,Bowler,Left-hand,Left-arm Fast,4.589002781998837,8.723497228561838,7.596557017299794,8.492052810213028
99,Bowler,Right-hand,Left-arm Fast,4.623907789801596,9.167130523664932,5.518103919721187,8.70410582427882
100,All-rounder,Left-hand,Right-arm Fast,9.95343468949621,8.1884188326333,5.691655429584434,6.921421242989763
101,All-rounder,Right-hand,Right-arm Fast,8.024813538183643,5.663888356332961,8.400102079500225,5.907971252427056
102,All-rounder,Left-hand,Left-arm Spin,6.153114482749139,6.756511068978027,6.332967430899628,6.556211619231732
103,Batsman,Left-hand,Left-arm Spin,8.477816745025093,2.7325828320661234,7.065037509667446,8.192608983929194
104,All-rounder,Right-hand,Left-arm Fast,9.18295607086202,9.576141236598762,5.157925810344389,7.37487478492547
105,Wicket-keeper,Right-hand,Left-arm Fast,1.6472792878250573,2.5415116468131194,9.303903516638126,4.079443517624381
106,All-rounder,Right-hand,Right-arm Spin,9.083910026707807,7.436725840471903,5.762137971030755,6.11291793256769
107,Batsman,Right-hand,None,9.88583645124778,1.8526092376920174,8.745456481713365,4.69180169556688
108,All-rounder,Left-hand,Right-arm Spin,8.037383803262115,5.954613707764868,9.248031525285194,6.811156423090843
109,All-rounder,Right-hand,Right-arm Spin,6.96532318287238,5.652729254964041,6.3894818449493265,7.814025594649978
110,Bowler,Right-hand,Left-arm Fast,5.918042497066575,7.170284560515206,6.925424588717922,4.262558287646834
111,Bowler,Left-hand,Right-arm Spin,2.8323350319333254,8.315178121258068,9.80562012247282,4.288323168208595
112,All-rounder,Right-hand,Left-arm Fast,7.962787650111224,9.287197269343453,7.937974381112131,5.527619105704904
113,Wicket-keeper,Left-hand,Right-arm Spin,4.556010824133231,2.8858495035342524,8.015168388769721,4.406118713653822
114,Wicket-keeper,Left-hand,Right-arm Fast,5.592365107791031,2.126065060880201,6.668692684187668,5.502160273103128
115,Batsman,Right-hand,Left-arm Spin,5.669004276720219,3.074637614909238,6.820012886411879,4.436931097181057
116,Batsman,Right-hand,Left-arm Fast,7.066760188488285,3.009153533003924,7.027764224757414,4.514775429372221
117,All-rounder,Left-hand,Left-arm Fast,7.716380540693923,5.01575989957182,9.130128381110506,4.533078316321523
118,Bowler,Right-hand,Right-arm Spin,2.3193298342099764,5.345368895694373,6.375157363911033,7.523745169071663
119,All-rounder,Right-hand,Left-arm Fast,9.515384790080347,8.182391256803907,8.834670559384456,7.823230950816515
120,All-rounder,Right-hand,None,5.566872572571811,9.8548352974666,7.820647147057283,5.573329712995754
121,Wicket-keeper,Left-hand,Left-arm Spin,4.555977058443859,3.366929949092099,8.157822550020136,4.663728738065419
122,All-rounder,Left-hand,Right-arm Fast,5.8477300866179185,8.243122488134958,7.2602941274075325,6.613043574470581
123,Bowler,Left-hand,Left-arm Fast,4.506299684520704,8.430375346483439,5.676735244257358,7.679117997922689
124,Batsman,Right-hand,Left-arm Fast,7.910246337667202,2.925125329138183,8.611318444078583,6.366381250243961
125,Bowler,Left-hand,Left-arm Fast,5.01393298083283,7.99774084734643,9.543480814954474,8.548317121577485
126,Bowler,Left-hand,None,4.338449650757795,6.496740840029807,7.045080348424406,8.268669515590343
127,Batsman,Right-hand,Left-arm Spin,5.1620945069538395,3.362830891161225,5.177872785784958,5.577985953598536
128,All-rounder,Right-hand,None,6.866984422284752,8.764431473498771,8.0024055865564,7.098548181701303
129,All-rounder,Right-hand,Right-arm Spin,5.17078842449503,5.206366337528035,6.670095323391459,8.98228820986358
130,Batsman,Right-hand,Right-arm Fast,5.372376257542943,1.2505108570060546,8.74937705872006,5.67509536786449
131,Wicket-keeper,Left-hand,Right-arm Fast,5.426488067536811,3.583710960004147,6.783551822346323,6.546558558830199
132,Bowler,Left-hand,None,5.650657270012914,8.282961658784115,5.387755553572226,4.839395133484262
133,Wicket-keeper,Left-hand,Right-arm Spin,4.648721959571236,2.197094779796712,6.258708798275734,7.3250268023362395
134,Bowler,Left-hand,Left-arm Fast,1.5268487429044844,6.051246008869388,7.361497716494816,5.28767045388399
135,All-rounder,Left-hand,Left-arm Spin,5.37752709576886,7.951010138637468,6.366789658217469,6.117281256091899
136,Batsman,Left-hand,Left-arm Spin,6.922987363752134,3.949917700809398,8.828113911666295,8.160995033460594
137,Bowler,Left-hand,Right-arm Fast,4.613004116975155,9.271096359373235,8.07597658827894,4.699706135622743
138,Bowler,Right-hand,Left-arm Fast,3.264335100640581,8.95931939992176,8.129410475725908,6.698268703044997
139,All-rounder,Right-hand,Left-arm Fast,9.662134018585693,7.578670578666989,9.379500562747698,7.285804022907453
140,Batsman,Left-hand,Left-arm Spin,5.652514703942733,2.1791017908653845,6.712984950098588,7.0768054414146935
141,Wicket-keeper,Right-hand,Right-arm Fast,3.6453245613585747,2.3813227895425704,8.441806201837279,5.852917846827147
142,Bowler,Left-hand,Left-arm Spin,3.229468560177942,6.378280347280323,8.979435422303828,8.402042935592572
143,Bowler,Left-hand,Right-arm Spin,4.611870802543986,7.060590242855802,5.546573580430751,4.472641112127622
144,Batsman,Right-hand,None,5.15527441936012,3.690106228838305,7.071004501426242,6.3275952186116475
145,Batsman,Right-hand,Right-arm Spin,6.655362000124093,3.654808260813745,6.652801108216075,7.546945058385277
146,Bowler,Left-hand,None,2.723042822169286,9.699991320371128,6.174235528111458,8.231116112471264
147,All-rounder,Right-hand,Right-arm Fast,5.611181629696092,5.391109014130185,5.039725220460466,8.600985340150736
148,All-rounder,Left-hand,Left-arm Spin,6.0740577321642935,9.341844795031822,8.885898188246172,4.685837270028712
149,Bowler,Right-hand,Right-arm Spin,2.7203437020350547,7.658447277682782,7.386394802942442,8.872728816644026
150,All-rounder,Left-hand,Left-arm Spin,5.999401655411932,6.168520769385995,6.371730926310616,7.048945808538347
151,Wicket-keeper,Left-hand,Right-arm Spin,1.1357477006165297,2.9110226509060917,6.919831463136601,7.413360895064143
152,All-rounder,Right-hand,None,6.529912362177755,9.909551961967592,7.998022693211064,4.486373509796047
153,Batsman,Left-hand,Right-arm Spin,7.50921711985739,2.8898351177734947,9.39540707068661,7.776025676353943
154,Batsman,Left-hand,Right-arm Fast,7.384797593305983,2.2430781113332916,5.548659557849839,7.377466168003751
155,Wicket-keeper,Right-hand,Right-arm Spin,1.5966223798762331,3.958157659063549,9.96211257861654,7.520622176336188
156,All-rounder,Left-hand,Left-arm Fast,9.031052430910435,6.325792632507049,7.208806355264789,8.510877264623801
157,Wicket-keeper,Left-hand,None,1.6599343723833606,3.6544698284256705,7.521769802984347,6.512429489251923
158,All-rounder,Left-hand,Left-arm Fast,5.333924641250771,8.60031689095402,5.823378789517678,8.652989777944885
159,Batsman,Right-hand,None,8.834566411478093,3.7454467760875456,7.445188753749811,7.219963625214705
160,Batsman,Right-hand,Left-arm Spin,9.972998167213344,3.950627124698665,5.56879781308632,4.743436785968965
161,All-rounder,Right-hand,Right-arm Fast,5.609351786911595,8.825383627795633,5.8244389685826174,6.060779469138129
162,Batsman,Left-hand,Left-arm Fast,5.9252329177918845,3.0478788982168132,8.77868034013279,7.858580781845072
163,Wicket-keeper,Left-hand,Right-arm Fast,3.4270472919114248,2.414740858310845,9.06322875008069,8.929013191034663
164,Wicket-keeper,Left-hand,Left-arm Fast,1.736957789708499,2.2349695707892074,7.138099984312166,7.649236907909046
165,Batsman,Left-hand,None,8.545405189367287,3.8812330363120715,6.080839371421514,5.815625116691489
166,Batsman,Left-hand,Left-arm Fast,8.468605666629879,1.1438802378598105,8.92213468805078,8.418634982349403
167,Wicket-keeper,Left-hand,Right-arm Spin,2.406851088286505,3.5804875140087824,8.73051685297563,8.55435903176209
168,Bowler,Left-hand,None,5.527118602484556,5.663530059892762,7.510111025824367,6.332418955390052
169,All-rounder,Right-hand,Left-arm Spin,5.275927455046217,5.72685684029339,6.171483148995948,5.011042889419436
170,Bowler,Right-hand,None,3.5817506828163506,6.243040370684321,9.289793523879457,4.253535366029038
171,All-rounder,Right-hand,Left-arm Spin,7.474698973163983,5.092782218371063,7.179313818651128,8.538952936272764
172,Bowler,Left-hand,None,5.267617967115622,9.855261884681838,8.997647919627553,5.07706516351616
173,Bowler,Left-hand,Left-arm Fast,3.7129563502749536,8.72661399620618,5.163026931482154,8.425189553423696
174,Batsman,Right-hand,Left-arm Spin,8.255986067561327,2.324390785131069,7.931804579191857,4.322534422735552
175,All-rounder,Right-hand,Right-arm Spin,5.6245486896139365,5.369807916831805,7.336466630010693,4.026543135021286
176,All-rounder,Right-hand,Left-arm Spin,6.849855629270997,8.841946517049934,9.906808108199499,4.500098406416954
177,Batsman,Right-hand,Right-arm Fast,9.333198080714165,1.5848668379902864,9.97189359234124,4.747124969075753
178,All-rounder,Left-hand,Left-arm Spin,5.63630908973021,6.401444020081388,5.178847649741599,8.127061477921139
179,Batsman,Right-hand,Left-arm Spin,8.004951526572524,1.3941232363501552,9.187741239673478,5.603751709831204
180,Bowler,Left-hand,Right-arm Fast,1.0821170797216992,5.7222450461495145,6.227527990095866,7.540559118904278
181,All-rounder,Right-hand,Right-arm Spin,8.969305533492069,9.512980759896163,8.743465292321964,8.308785773180283
182,Bowler,Right-hand,None,1.6311164515957208,8.53314115386949,7.199720940427317,4.012269209244032
183,Batsman,Left-hand,Left-arm Fast,7.252448881023325,1.6970743408259046,8.728111041466894,6.661839616133232
184,Bowler,Left-hand,Right-arm Spin,1.5577938801924605,8.794062338402039,9.245828025808322,4.229101803273438
185,Batsman,Left-hand,Left-arm Fast,5.063807062772812,3.5112397447386465,6.458346353748869,7.987086610207214
186,Batsman,Left-hand,None,6.491219288593188,1.797057917283727,5.061365127664093,5.135863824206726
187,All-rounder,Right-hand,None,7.475217184198997,6.255463667533113,7.189524967658304,6.634795696453234
188,Bowler,Right-hand,Left-arm Fast,5.9905746446344885,9.97145900166992,6.121514538029192,4.951097875081465
189,Batsman,Right-hand,Left-arm Fast,9.461185982668953,1.7502434869136894,6.171206606958627,8.722853618795547
190,Batsman,Right-hand,Right-arm Spin,9.515391334676462,2.4554399009356627,9.635531122973106,7.498908723852226
191,All-rounder,Right-hand,Right-arm Spin,8.462161203850785,6.67632886292054,8.603057873628071,7.251448166041965
192,Bowler,Right-hand,Left-arm Fast,1.6465665961940776,5.7427807130567725,6.529563339715336,4.0656789231653985
193,Batsman,Right-hand,None,9.175494106701498,2.398843054985954,5.2887655777894205,7.369140234037744
194,Wicket-keeper,Left-hand,Right-arm Spin,3.002436204537797,2.411677512557933,9.865442384060472,7.849771651995457
195,Batsman,Left-hand,None,7.038266925203843,1.7671401853942637,8.431709261639735,8.65868899488461
196,Wicket-keeper,Right-hand,Left-arm Spin,3.0757398540250414,2.5006717161414294,8.553534508523576,7.976528822721376
197,Batsman,Left-hand,Right-arm Spin,5.161811361197993,2.2264402915086463,5.065045004526871,8.146063602884574
198,Wicket-keeper,Right-hand,Right-arm Spin,5.992767900948223,1.1292190134963773,6.1432464377325555,6.781821451747133
199,All-rounder,Right-hand,None,7.406888984518303,6.80932953840996,6.498710438386006,7.031976366477484
