match_id,overs_remaining,wickets_down,current_run_rate,target_score,win_probability
6a7fa1bcd3a7ec788d633e63,11,3,10.444444444444445,172,1
6a7fa1bcd3a7ec788d633e63,10,3,10.2,172,1
6a7fa1bcd3a7ec788d633e63,9,3,10.363636363636363,172,1
6a7fa1bcd3a7ec788d633e63,8,3,10.416666666666666,172,1
6a7fa1bcd3a7ec788d633e63,7,3,10.538461538461538,172,1
6a7fa1bcd3a7ec788d633e63,6,5,10.571428571428571,172,1
6a7fa1bcd3a7ec788d633e63,5,5,10.466666666666667,172,1
6a7fa1bcd3a7ec788d633e63,4,5,10.5,172,1
6a7fa1bcd3a7ec788d633e67,19,0,15,170,1
6a7fa1bcd3a7ec788d633e67,18,0,12,170,1
6a7fa1bcd3a7ec788d633e67,17,0,13,170,1
6a7fa1bcd3a7ec788d633e67,16,2,11,170,1
6a7fa1bcd3a7ec788d633e67,15,3,10,170,1
6a7fa1bcd3a7ec788d633e67,14,3,11,170,1
6a7fa1bcd3a7ec788d633e67,13,3,10.571428571428571,170,1
6a7fa1bcd3a7ec788d633e67,12,3,9.875,170,1
6a7fa1bcd3a7ec788d633e67,11,3,9.11111111111111,170,1
6a7fa1bcd3a7ec788d633e67,10,4,8.6,170,1
6a7fa1bcd3a7ec788d633e67,9,4,8.090909090909092,170,1
6a7fa1bcd3a7ec788d633e67,8,5,8.583333333333334,170,1
6a7fa1bcd3a7ec788d633e67,7,5,8.153846153846153,170,1
6a7fa1bcd3a7ec788d633e67,6,5,7.928571428571429,170,1
6a7fa1bcd3a7ec788d633e67,5,5,8,170,1
6a7fa1bcd3a7ec788d633e67,5,5,8.066666666666666,170,1
6a7fa1bcd3a7ec788d633e67,4,5,8.375,170,1
6a7fa1bcd3a7ec788d633e67,3,5,8.588235294117647,170,1
6a7fa1bcd3a7ec788d633e67,2,6,8.833333333333334,170,1
6a7fa1bcd3a7ec788d633e67,1,6,8.842105263157896,170,1
6a7fa1bcd3a7ec788d633e6b,19,0,15,150,1
6a7fa1bcd3a7ec788d633e6b,18,0,11.5,150,1
6a7fa1bcd3a7ec788d633e6b,17,1,10.666666666666666,150,1
6a7fa1bcd3a7ec788d633e6b,16,1,10,150,1
6a7fa1bcd3a7ec788d633e6b,15,1,10.8,150,1
6a7fa1bcd3a7ec788d633e6b,14,1,10.5,150,1
6a7fa1bcd3a7ec788d633e6b,14,1,10.666666666666666,150,1
6a7fa1bcd3a7ec788d633e6b,13,1,10.571428571428571,150,1
6a7fa1bcd3a7ec788d633e6b,12,1,10.25,150,1
6a7fa1bcd3a7ec788d633e6b,11,2,10,150,1
6a7fa1bcd3a7ec788d633e6b,10,3,9.9,150,1
6a7fa1bcd3a7ec788d633e6b,9,3,9.818181818181818,150,1
6a7fa1bcd3a7ec788d633e6b,9,3,9.909090909090908,150,1
6a7fa1bcd3a7ec788d633e6b,8,4,9.666666666666666,150,1
6a7fa1bcd3a7ec788d633e6b,7,4,9.692307692307692,150,1
6a7fa1bcd3a7ec788d633e6b,7,4,9.76923076923077,150,1
6a7fa1bcd3a7ec788d633e6b,6,4,9.571428571428571,150,1
6a7fa1bcd3a7ec788d633e6b,6,4,9.642857142857142,150,1
6a7fa1bcd3a7ec788d633e6b,5,4,9.8,150,1
6a7fa1bcd3a7ec788d633e6b,4,4,9.5,150,1
6a7fa1bcd3a7ec788d633e6f,19,0,3,149,1
6a7fa1bcd3a7ec788d633e6f,18,0,5.5,149,1
6a7fa1bcd3a7ec788d633e6f,17,1,6.666666666666667,149,1
6a7fa1bcd3a7ec788d633e6f,16,2,6,149,1
6a7fa1bcd3a7ec788d633e6f,15,2,5.8,149,1
6a7fa1bcd3a7ec788d633e6f,14,2,5.833333333333333,149,1
6a7fa1bcd3a7ec788d633e6f,13,2,6.857142857142857,149,1
6a7fa1bcd3a7ec788d633e6f,12,2,7.375,149,1
6a7fa1bcd3a7ec788d633e6f,11,2,8.222222222222221,149,1
6a7fa1bcd3a7ec788d633e6f,10,2,8.7,149,1
6a7fa1bcd3a7ec788d633e6f,9,2,8.545454545454545,149,1
6a7fa1bcd3a7ec788d633e6f,8,3,8.5,149,1
6a7fa1bcd3a7ec788d633e6f,7,3,8.153846153846153,149,1
6a7fa1bcd3a7ec788d633e6f,6,3,7.785714285714286,149,1
6a7fa1bcd3a7ec788d633e6f,5,3,7.8,149,1
6a7fa1bcd3a7ec788d633e6f,4,3,7.5625,149,1
6a7fa1bcd3a7ec788d633e6f,3,3,8.235294117647058,149,1
6a7fa1bcd3a7ec788d633e6f,2,4,8.333333333333334,149,1
6a7fa1bcd3a7ec788d633e73,19,0,3,199,0
6a7fa1bcd3a7ec788d633e73,18,2,6.5,199,0
6a7fa1bcd3a7ec788d633e73,17,2,5.666666666666667,199,0
6a7fa1bcd3a7ec788d633e73,16,2,6.25,199,0
6a7fa1bcd3a7ec788d633e73,15,4,6,199,0
6a7fa1bcd3a7ec788d633e73,14,4,5.5,199,0
6a7fa1bcd3a7ec788d633e73,13,4,6.714285714285714,199,0
6a7fa1bcd3a7ec788d633e73,12,5,6.75,199,0
6a7fa1bcd3a7ec788d633e73,11,5,6.333333333333333,199,0
6a7fa1bcd3a7ec788d633e73,10,5,6.8,199,0
6a7fa1bcd3a7ec788d633e73,9,5,6.7272727272727275,199,0
6a7fa1bcd3a7ec788d633e73,8,5,7.333333333333333,199,0
6a7fa1bcd3a7ec788d633e73,7,5,7.615384615384615,199,0
6a7fa1bcd3a7ec788d633e73,6,5,7.571428571428571,199,0
6a7fa1bcd3a7ec788d633e73,5,5,7.6,199,0
6a7fa1bcd3a7ec788d633e73,4,6,7.75,199,0
6a7fa1bcd3a7ec788d633e73,3,6,8.058823529411764,199,0
6a7fa1bcd3a7ec788d633e73,2,6,8.333333333333334,199,0
6a7fa1bcd3a7ec788d633e73,1,6,8.210526315789474,199,0
6a7fa1bcd3a7ec788d633e77,19,0,11,175,0
6a7fa1bcd3a7ec788d633e77,18,0,7,175,0
6a7fa1bcd3a7ec788d633e77,17,0,7.666666666666667,175,0
6a7fa1bcd3a7ec788d633e77,16,0,6.75,175,0
6a7fa1bcd3a7ec788d633e77,15,0,6.8,175,0
6a7fa1bcd3a7ec788d633e77,14,1,6.666666666666667,175,0
6a7fa1bcd3a7ec788d633e77,14,1,6.833333333333333,175,0
6a7fa1bcd3a7ec788d633e77,13,1,7.285714285714286,175,0
6a7fa1bcd3a7ec788d633e77,12,1,7.375,175,0
6a7fa1bcd3a7ec788d633e77,11,1,6.666666666666667,175,0
6a7fa1bcd3a7ec788d633e77,10,1,6.3,175,0
6a7fa1bcd3a7ec788d633e77,9,2,6.454545454545454,175,0
6a7fa1bcd3a7ec788d633e77,8,2,6.833333333333333,175,0
6a7fa1bcd3a7ec788d633e77,7,2,7.153846153846154,175,0
6a7fa1bcd3a7ec788d633e77,6,2,6.928571428571429,175,0
6a7fa1bcd3a7ec788d633e77,6,2,7,175,0
6a7fa1bcd3a7ec788d633e77,6,2,7.071428571428571,175,0
6a7fa1bcd3a7ec788d633e77,5,2,6.933333333333334,175,0
6a7fa1bcd3a7ec788d633e77,4,3,7.3125,175,0
6a7fa1bcd3a7ec788d633e77,3,3,7.294117647058823,175,0
6a7fa1bcd3a7ec788d633e77,2,3,7.222222222222222,175,0
6a7fa1bcd3a7ec788d633e77,1,3,7.2105263157894735,175,0
6a7fa1bcd3a7ec788d633e7b,19,0,7,133,1
6a7fa1bcd3a7ec788d633e7b,18,0,7,133,1
6a7fa1bcd3a7ec788d633e7b,17,0,9.666666666666666,133,1
6a7fa1bcd3a7ec788d633e7b,16,0,9.5,133,1
6a7fa1bcd3a7ec788d633e7b,15,0,11.2,133,1
6a7fa1bcd3a7ec788d633e7b,14,0,10.333333333333334,133,1
6a7fa1bcd3a7ec788d633e7b,13,1,11.428571428571429,133,1
6a7fa1bcd3a7ec788d633e7b,12,1,11.875,133,1
6a7fa1bcd3a7ec788d633e7b,11,1,11.777777777777779,133,1
6a7fa1bcd3a7ec788d633e7b,10,1,11,133,1
6a7fa1bcd3a7ec788d633e7b,9,2,10.636363636363637,133,1
6a7fa1bcd3a7ec788d633e7b,8,2,10.416666666666666,133,1
6a7fa1bcd3a7ec788d633e7b,7,2,10,133,1
6a7fa1bcd3a7ec788d633e7f,19,0,7,183,0
6a7fa1bcd3a7ec788d633e7f,18,0,7,183,0
6a7fa1bcd3a7ec788d633e7f,17,0,7,183,0
6a7fa1bcd3a7ec788d633e7f,16,0,6,183,0
6a7fa1bcd3a7ec788d633e7f,15,0,6.2,183,0
6a7fa1bcd3a7ec788d633e7f,14,0,6.833333333333333,183,0
6a7fa1bcd3a7ec788d633e7f,13,0,7.285714285714286,183,0
6a7fa1bcd3a7ec788d633e7f,12,0,8,183,0
6a7fa1bcd3a7ec788d633e7f,11,1,7.666666666666667,183,0
6a7fa1bcd3a7ec788d633e7f,10,2,7.5,183,0
6a7fa1bcd3a7ec788d633e7f,9,2,8.454545454545455,183,0
6a7fa1bcd3a7ec788d633e7f,8,2,8.416666666666666,183,0
6a7fa1bcd3a7ec788d633e7f,7,2,7.923076923076923,183,0
6a7fa1bcd3a7ec788d633e7f,6,3,7.857142857142857,183,0
6a7fa1bcd3a7ec788d633e7f,5,3,7.8,183,0
6a7fa1bcd3a7ec788d633e7f,4,3,7.75,183,0
6a7fa1bcd3a7ec788d633e7f,3,3,7.647058823529412,183,0
6a7fa1bcd3a7ec788d633e7f,2,3,7.722222222222222,183,0
6a7fa1bcd3a7ec788d633e7f,1,3,7.7894736842105265,183,0
6a7fa1bcd3a7ec788d633e83,19,0,1,190,0
6a7fa1bcd3a7ec788d633e83,18,1,5,190,0
6a7fa1bcd3a7ec788d633e83,17,1,4,190,0
6a7fa1bcd3a7ec788d633e83,16,2,6.75,190,0
6a7fa1bcd3a7ec788d633e83,15,2,8,190,0
6a7fa1bcd3a7ec788d633e83,15,2,8.2,190,0
6a7fa1bcd3a7ec788d633e83,14,2,9.166666666666666,190,0
6a7fa1bcd3a7ec788d633e83,13,2,9.428571428571429,190,0
6a7fa1bcd3a7ec788d633e83,13,2,9.571428571428571,190,0
6a7fa1bcd3a7ec788d633e83,13,2,9.714285714285714,190,0
6a7fa1bcd3a7ec788d633e83,12,3,9.375,190,0
6a7fa1bcd3a7ec788d633e83,11,3,8.777777777777779,190,0
6a7fa1bcd3a7ec788d633e83,10,3,8.5,190,0
6a7fa1bcd3a7ec788d633e83,9,3,9,190,0
6a7fa1bcd3a7ec788d633e83,8,4,8.416666666666666,190,0
6a7fa1bcd3a7ec788d633e83,7,4,8.384615384615385,190,0
6a7fa1bcd3a7ec788d633e83,6,5,9,190,0
6a7fa1bcd3a7ec788d633e83,5,5,9.2,190,0
6a7fa1bcd3a7ec788d633e83,4,7,9.125,190,0
6a7fa1bcd3a7ec788d633e83,3,7,8.705882352941176,190,0
6a7fa1bcd3a7ec788d633e83,3,7,8.764705882352942,190,0
6a7fa1bcd3a7ec788d633e83,2,7,8.944444444444445,190,0
6a7fa1bcd3a7ec788d633e83,1,7,9.263157894736842,190,0
6a7fa1bcd3a7ec788d633e87,19,0,4,157,1
6a7fa1bcd3a7ec788d633e87,18,0,6.5,157,1
6a7fa1bcd3a7ec788d633e87,18,0,8,157,1
6a7fa1bcd3a7ec788d633e87,17,0,8.333333333333334,157,1
6a7fa1bcd3a7ec788d633e87,16,0,10,157,1
6a7fa1bcd3a7ec788d633e87,15,2,9.8,157,1
6a7fa1bcd3a7ec788d633e87,14,2,8.666666666666666,157,1
6a7fa1bcd3a7ec788d633e87,13,2,8.714285714285714,157,1
6a7fa1bcd3a7ec788d633e87,12,2,8.5,157,1
6a7fa1bcd3a7ec788d633e87,11,3,8.11111111111111,157,1
6a7fa1bcd3a7ec788d633e87,10,3,7.6,157,1
6a7fa1bcd3a7ec788d633e87,9,3,7.909090909090909,157,1
6a7fa1bcd3a7ec788d633e87,8,3,8.916666666666666,157,1
6a7fa1bcd3a7ec788d633e87,7,4,8.384615384615385,157,1
6a7fa1bcd3a7ec788d633e87,6,4,8.428571428571429,157,1
6a7fa1bcd3a7ec788d633e87,6,4,8.5,157,1
6a7fa1bcd3a7ec788d633e87,5,4,8.666666666666666,157,1
6a7fa1bcd3a7ec788d633e87,4,4,8.4375,157,1
6a7fa1bcd3a7ec788d633e87,3,5,8.470588235294118,157,1
6a7fa1bcd3a7ec788d633e87,2,5,8.333333333333334,157,1
6a7fa1bcd3a7ec788d633e8b,19,1,7,208,0
6a7fa1bcd3a7ec788d633e8b,18,2,12.5,208,0
6a7fa1bcd3a7ec788d633e8b,17,2,11.333333333333334,208,0
6a7fa1bcd3a7ec788d633e8b,16,2,9.75,208,0
6a7fa1bcd3a7ec788d633e8b,15,2,9.2,208,0
6a7fa1bcd3a7ec788d633e8b,14,2,9.666666666666666,208,0
6a7fa1bcd3a7ec788d633e8b,13,2,9.857142857142858,208,0
6a7fa1bcd3a7ec788d633e8b,13,2,10,208,0
6a7fa1bcd3a7ec788d633e8b,12,2,10.25,208,0
6a7fa1bcd3a7ec788d633e8b,11,3,10.444444444444445,208,0
6a7fa1bcd3a7ec788d633e8b,10,3,10.5,208,0
6a7fa1bcd3a7ec788d633e8b,9,3,10.181818181818182,208,0
6a7fa1bcd3a7ec788d633e8b,8,3,10.25,208,0
6a7fa1bcd3a7ec788d633e8b,7,3,10.307692307692308,208,0
6a7fa1bcd3a7ec788d633e8b,6,3,10.5,208,0
6a7fa1bcd3a7ec788d633e8b,5,3,10,208,0
6a7fa1bcd3a7ec788d633e8b,4,3,9.5625,208,0
6a7fa1bcd3a7ec788d633e8b,3,3,9.882352941176471,208,0
6a7fa1bcd3a7ec788d633e8b,2,3,10.166666666666666,208,0
6a7fa1bcd3a7ec788d633e8b,1,3,9.947368421052632,208,0
6a7fa1bcd3a7ec788d633e8f,19,0,7,152,1
6a7fa1bcd3a7ec788d633e8f,18,0,6.5,152,1
6a7fa1bcd3a7ec788d633e8f,17,0,5.666666666666667,152,1
6a7fa1bcd3a7ec788d633e8f,16,0,6.5,152,1
6a7fa1bcd3a7ec788d633e8f,16,0,6.75,152,1
6a7fa1bcd3a7ec788d633e8f,15,0,6.4,152,1
6a7fa1bcd3a7ec788d633e8f,14,0,7,152,1
6a7fa1bcd3a7ec788d633e8f,13,0,7.571428571428571,152,1
6a7fa1bcd3a7ec788d633e8f,12,0,7.5,152,1
6a7fa1bcd3a7ec788d633e8f,11,0,7.888888888888889,152,1
6a7fa1bcd3a7ec788d633e8f,10,0,8.8,152,1
6a7fa1bcd3a7ec788d633e8f,9,1,8.727272727272727,152,1
6a7fa1bcd3a7ec788d633e8f,8,1,9,152,1
6a7fa1bcd3a7ec788d633e8f,7,1,8.615384615384615,152,1
6a7fa1bcd3a7ec788d633e8f,6,1,8.428571428571429,152,1
6a7fa1bcd3a7ec788d633e8f,5,2,8.8,152,1
6a7fa1bcd3a7ec788d633e8f,4,4,8.625,152,1
6a7fa1bcd3a7ec788d633e8f,3,4,8.529411764705882,152,1
6a7fa1bcd3a7ec788d633e8f,2,4,8.277777777777779,152,1
6a7fa1bcd3a7ec788d633e93,19,0,10,196,0
6a7fa1bcd3a7ec788d633e93,19,0,11,196,0
6a7fa1bcd3a7ec788d633e93,18,0,8.5,196,0
6a7fa1bcd3a7ec788d633e93,17,0,7.333333333333333,196,0
6a7fa1bcd3a7ec788d633e93,16,2,7.5,196,0
6a7fa1bcd3a7ec788d633e93,15,2,7,196,0
6a7fa1bcd3a7ec788d633e93,14,2,7.666666666666667,196,0
6a7fa1bcd3a7ec788d633e93,13,3,8.428571428571429,196,0
6a7fa1bcd3a7ec788d633e93,12,3,8.625,196,0
6a7fa1bcd3a7ec788d633e93,11,3,8.444444444444445,196,0
6a7fa1bcd3a7ec788d633e93,10,3,8.5,196,0
6a7fa1bcd3a7ec788d633e93,9,3,8.363636363636363,196,0
6a7fa1bcd3a7ec788d633e93,8,3,8.25,196,0
6a7fa1bcd3a7ec788d633e93,7,3,8.384615384615385,196,0
6a7fa1bcd3a7ec788d633e93,6,4,8.285714285714286,196,0
6a7fa1bcd3a7ec788d633e93,5,5,8.2,196,0
6a7fa1bcd3a7ec788d633e93,4,5,8,196,0
6a7fa1bcd3a7ec788d633e93,4,5,8.3125,196,0
6a7fa1bcd3a7ec788d633e93,3,5,8.470588235294118,196,0
6a7fa1bcd3a7ec788d633e93,2,5,8.166666666666666,196,0
6a7fa1bcd3a7ec788d633e93,2,5,8.222222222222221,196,0
6a7fa1bcd3a7ec788d633e93,1,5,8.105263157894736,196,0
6a7fa1bcd3a7ec788d633e93,1,5,8.157894736842104,196,0
6a7fa1bcd3a7ec788d633e97,19,0,8,191,1
6a7fa1bcd3a7ec788d633e97,18,0,5.5,191,1
6a7fa1bcd3a7ec788d633e97,17,0,7.333333333333333,191,1
6a7fa1bcd3a7ec788d633e97,16,0,7.75,191,1
6a7fa1bcd3a7ec788d633e97,15,1,7.2,191,1
6a7fa1bcd3a7ec788d633e97,15,1,7.4,191,1
6a7fa1bcd3a7ec788d633e97,14,1,7.5,191,1
6a7fa1bcd3a7ec788d633e97,13,1,7.857142857142857,191,1
6a7fa1bcd3a7ec788d633e97,12,1,8.125,191,1
6a7fa1bcd3a7ec788d633e97,11,2,8,191,1
6a7fa1bcd3a7ec788d633e97,11,2,8.11111111111111,191,1
6a7fa1bcd3a7ec788d633e97,10,3,8.3,191,1
6a7fa1bcd3a7ec788d633e97,9,4,9.181818181818182,191,1
6a7fa1bcd3a7ec788d633e97,8,4,9.583333333333334,191,1
6a7fa1bcd3a7ec788d633e97,7,4,10.076923076923077,191,1
6a7fa1bcd3a7ec788d633e97,6,4,9.642857142857142,191,1
6a7fa1bcd3a7ec788d633e97,5,5,9.866666666666667,191,1
6a7fa1bcd3a7ec788d633e97,4,5,10.0625,191,1
6a7fa1bcd3a7ec788d633e97,3,5,10.529411764705882,191,1
6a7fa1bcd3a7ec788d633e97,2,5,10.38888888888889,191,1
6a7fa1bcd3a7ec788d633e9b,19,0,13,190,0
6a7fa1bcd3a7ec788d633e9b,18,0,10,190,0
6a7fa1bcd3a7ec788d633e9b,17,0,8.333333333333334,190,0
6a7fa1bcd3a7ec788d633e9b,16,1,7.75,190,0
6a7fa1bcd3a7ec788d633e9b,15,2,6.8,190,0
6a7fa1bcd3a7ec788d633e9b,14,2,7.833333333333333,190,0
6a7fa1bcd3a7ec788d633e9b,13,2,7.714285714285714,190,0
6a7fa1bcd3a7ec788d633e9b,12,2,7.125,190,0
6a7fa1bcd3a7ec788d633e9b,11,2,7.222222222222222,190,0
6a7fa1bcd3a7ec788d633e9b,10,2,7.7,190,0
6a7fa1bcd3a7ec788d633e9b,9,2,7.818181818181818,190,0
6a7fa1bcd3a7ec788d633e9b,9,2,7.909090909090909,190,0
6a7fa1bcd3a7ec788d633e9b,8,3,7.666666666666667,190,0
6a7fa1bcd3a7ec788d633e9b,7,3,7.461538461538462,190,0
6a7fa1bcd3a7ec788d633e9b,7,3,7.538461538461538,190,0
6a7fa1bcd3a7ec788d633e9b,6,3,7.357142857142857,190,0
6a7fa1bcd3a7ec788d633e9b,5,3,7.733333333333333,190,0
6a7fa1bcd3a7ec788d633e9b,4,3,7.75,190,0
6a7fa1bcd3a7ec788d633e9b,3,4,7.823529411764706,190,0
6a7fa1bcd3a7ec788d633e9b,2,4,7.833333333333333,190,0
6a7fa1bcd3a7ec788d633e9b,1,4,8.368421052631579,190,0
6a7fa1bcd3a7ec788d633e9f,19,0,15,212,0
6a7fa1bcd3a7ec788d633e9f,18,0,11,212,0
6a7fa1bcd3a7ec788d633e9f,17,0,9,212,0
6a7fa1bcd3a7ec788d633e9f,16,0,9.75,212,0
6a7fa1bcd3a7ec788d633e9f,15,0,9.8,212,0
6a7fa1bcd3a7ec788d633e9f,14,0,11.166666666666666,212,0
6a7fa1bcd3a7ec788d633e9f,13,0,11.571428571428571,212,0
6a7fa1bcd3a7ec788d633e9f,12,0,10.625,212,0
6a7fa1bcd3a7ec788d633e9f,11,0,10.222222222222221,212,0
6a7fa1bcd3a7ec788d633e9f,10,1,9.7,212,0
6a7fa1bcd3a7ec788d633e9f,9,2,9.454545454545455,212,0
6a7fa1bcd3a7ec788d633e9f,8,2,9.333333333333334,212,0
6a7fa1bcd3a7ec788d633e9f,7,2,10.538461538461538,212,0
6a7fa1bcd3a7ec788d633e9f,6,3,10.214285714285714,212,0
6a7fa1bcd3a7ec788d633e9f,5,3,10.533333333333333,212,0
6a7fa1bcd3a7ec788d633e9f,4,3,10.0625,212,0
6a7fa1bcd3a7ec788d633e9f,3,3,9.647058823529411,212,0
6a7fa1bcd3a7ec788d633e9f,3,3,9.705882352941176,212,0
6a7fa1bcd3a7ec788d633e9f,2,3,9.88888888888889,212,0
6a7fa1bcd3a7ec788d633e9f,1,3,9.894736842105264,212,0
6a7fa1bcd3a7ec788d633ea3,19,0,12,167,0
6a7fa1bcd3a7ec788d633ea3,18,0,7,167,0
6a7fa1bcd3a7ec788d633ea3,17,0,6.333333333333333,167,0
6a7fa1bcd3a7ec788d633ea3,16,0,6.5,167,0
6a7fa1bcd3a7ec788d633ea3,15,0,7,167,0
6a7fa1bcd3a7ec788d633ea3,14,0,6.5,167,0
6a7fa1bcd3a7ec788d633ea3,13,1,6.285714285714286,167,0
6a7fa1bcd3a7ec788d633ea3,12,1,7.25,167,0
6a7fa1bcd3a7ec788d633ea3,11,1,8.444444444444445,167,0
6a7fa1bcd3a7ec788d633ea3,10,1,8.9,167,0
6a7fa1bcd3a7ec788d633ea3,9,3,8.363636363636363,167,0
6a7fa1bcd3a7ec788d633ea3,8,3,8.25,167,0
6a7fa1bcd3a7ec788d633ea3,7,3,8.153846153846153,167,0
6a7fa1bcd3a7ec788d633ea3,6,3,8.142857142857142,167,0
6a7fa1bcd3a7ec788d633ea3,5,4,7.933333333333334,167,0
6a7fa1bcd3a7ec788d633ea3,4,4,7.625,167,0
6a7fa1bcd3a7ec788d633ea3,3,4,7.294117647058823,167,0
6a7fa1bcd3a7ec788d633ea3,2,4,7.611111111111111,167,0
6a7fa1bcd3a7ec788d633ea3,1,4,7.631578947368421,167,0
6a7fa1bcd3a7ec788d633ea7,19,1,12,169,1
6a7fa1bcd3a7ec788d633ea7,18,1,12,169,1
6a7fa1bcd3a7ec788d633ea7,17,1,11.333333333333334,169,1
6a7fa1bcd3a7ec788d633ea7,17,1,11.666666666666666,169,1
6a7fa1bcd3a7ec788d633ea7,16,1,13,169,1
6a7fa1bcd3a7ec788d633ea7,15,1,13.2,169,1
6a7fa1bcd3a7ec788d633ea7,14,1,14.166666666666666,169,1
6a7fa1bcd3a7ec788d633ea7,14,1,14.333333333333334,169,1
6a7fa1bcd3a7ec788d633ea7,13,1,13.714285714285714,169,1
6a7fa1bcd3a7ec788d633ea7,12,1,12.625,169,1
6a7fa1bcd3a7ec788d633ea7,11,1,12.444444444444445,169,1
6a7fa1bcd3a7ec788d633ea7,10,1,11.6,169,1
6a7fa1bcd3a7ec788d633ea7,9,1,10.909090909090908,169,1
6a7fa1bcd3a7ec788d633ea7,8,2,11,169,1
6a7fa1bcd3a7ec788d633ea7,7,2,10.692307692307692,169,1
6a7fa1bcd3a7ec788d633ea7,6,3,10.071428571428571,169,1
6a7fa1bcd3a7ec788d633ea7,5,3,10.266666666666667,169,1
6a7fa1bcd3a7ec788d633ea7,4,3,10.125,169,1
6a7fa1bcd3a7ec788d633ea7,3,3,9.764705882352942,169,1
6a7fa1bcd3a7ec788d633eab,19,1,5,157,1
6a7fa1bcd3a7ec788d633eab,19,1,6,157,1
6a7fa1bcd3a7ec788d633eab,18,2,3.5,157,1
6a7fa1bcd3a7ec788d633eab,17,2,5.333333333333333,157,1
6a7fa1bcd3a7ec788d633eab,16,3,5.75,157,1
6a7fa1bcd3a7ec788d633eab,15,3,5.6,157,1
6a7fa1bcd3a7ec788d633eab,14,4,6,157,1
6a7fa1bcd3a7ec788d633eab,13,6,6.285714285714286,157,1
6a7fa1bcd3a7ec788d633eab,12,6,7.25,157,1
6a7fa1bcd3a7ec788d633eab,11,7,6.777777777777778,157,1
6a7fa1bcd3a7ec788d633eab,10,8,6.8,157,1
6a7fa1bcd3a7ec788d633eab,9,8,7.636363636363637,157,1
6a7fa1bcd3a7ec788d633eab,8,9,7.833333333333333,157,1
6a7fa1bcd3a7ec788d633eab,7,9,7.461538461538462,157,1
6a7fa1bcd3a7ec788d633eab,6,9,8,157,1
6a7fa1bcd3a7ec788d633eab,5,9,8.2,157,1
6a7fa1bcd3a7ec788d633eab,4,9,8.125,157,1
6a7fa1bcd3a7ec788d633eab,3,9,8.529411764705882,157,1
6a7fa1bcd3a7ec788d633eab,2,9,8.222222222222221,157,1
6a7fa1bcd3a7ec788d633eab,1,9,8.157894736842104,157,1
6a7fa1bcd3a7ec788d633eaf,19,0,14,178,1
6a7fa1bcd3a7ec788d633eaf,18,0,9.5,178,1
6a7fa1bcd3a7ec788d633eaf,17,1,7,178,1
6a7fa1bcd3a7ec788d633eaf,16,1,8.25,178,1
6a7fa1bcd3a7ec788d633eaf,15,1,9.6,178,1
6a7fa1bcd3a7ec788d633eaf,14,1,9.5,178,1
6a7fa1bcd3a7ec788d633eaf,13,1,9.142857142857142,178,1
6a7fa1bcd3a7ec788d633eaf,12,1,9,178,1
6a7fa1bcd3a7ec788d633eaf,12,1,9.125,178,1
6a7fa1bcd3a7ec788d633eaf,11,1,9,178,1
6a7fa1bcd3a7ec788d633eaf,10,1,9,178,1
6a7fa1bcd3a7ec788d633eaf,9,1,9.181818181818182,178,1
6a7fa1bcd3a7ec788d633eaf,8,2,9.25,178,1
